ID|grapheme|phoneme
ec4c62bb-0fb5-42d6-a64b-c3d73ea33aff|আজেয মিয়া চাঁদশ্রীকে বিয়ে করে।|a_1 ɟ e ɟ_2 m_1 i ʲ a_2 c_1 ã d̪ s r i k e_2 b_1 i ʲ e_2 k_1 o r e_2
ec4f67a2-791a-424a-814b-e4ed7bba821b|বুদুরুড|b_1 u d̪ u r u d_2
ec549d43-81bb-4982-b22b-04687b477d0a|গুড়মী|g_1 u ɽ m i_2
ec54d854-303f-41e8-a30c-5bf36030f1c2|লর্ডসে সেঞ্চুরী করলেন তামিম।|l_1 ɔ r d s e_2 s_1 e n c u r i_2 k_1 o r l e n_2 t̪_1 a m i m_2
ec5cab7b-e2e1-4ff3-8963-49349860855b|উইকেটকিপারকেও শিল্পবিপ্লবের পর কনফিডেন্সিয়াল হতে হবে।|u_1 i̯ k e t k i p a r k e o̯_2 ʃ_1 i l p o b i p l ɔ b e r_2 p_1 ɔ r_2 k_1 ɔ n pʰ i d e n ʃ i ʲ a l_2 h_1 o t̪ e_2 h_1 ɔ b e_2
ec5f2864-920a-4af8-875d-a37aff1be63a|তিতলি ও তিথি আপন বোন।|t̪_1 i t̪ l i_2 o t̪_1 i t̪ʰ i_2 a_1 p o n_2 b_1 o n_2
ec60ca80-7a77-44c6-ae21-62d6026305a6|আফেলেয়্‌|a_1 pʰ e l e ʲ_2
ec6c975e-e6a0-4b4c-b87a-f0438bd47abb|প্রগল্ভতা নির্লজ্জতাকেই বোঝায়।|p_1 r o g ɔ l bʰ o t̪ a_2 n_1 i r l ɔ ɟ ɟ o t̪ a k e i̯_2 b_1 o ɟʰ a ʲ_2
ec77bd50-3a11-4559-85eb-febf85902c89|ডাক্তার ফাতেমাতুজ্জুহরা।|d_1 a k t̪ a r_2 pʰ_1 a t̪ e m a t̪ u ɟ ɟ u h o r a_2
ec79e23d-630d-4315-9d40-66a5ed1494e0|আদমদীঘি উচ্চবিদ্যালয়ের ঐতিহ্যবাহী হাইস্কুল মাঠটিতে জাতীয় সংবর্ধনা পান তাইফুর রহমান।|a_1 d̪ o m d̪ i gʰ i_2 u_1 c c o b i d̪ d̪ a l ɔ ʲ e r_2 o_1 i̯ t̪ i ɟ ɟʰ o b a h i_2 h_1 a i̯ s k u l_2 m_1 a tʰ t i t̪ e_2 ɟ_1 a t̪ i ʲ o_2 ʃ_1 ɔ ŋ b ɔ r d̪ʰ o n a_2 p_1 a n_2 t̪_1 a i̯ pʰ u r_2 r_1 ɔ h o m a n_2
ec943483-22bb-4cb2-9790-c9adebc90e4e|কক্সবাজারে ইমিগ্রেশন অ্যাসোসিয়েশন শ্রীলঙ্কার ভিসা বুথ উদ্বোধনকালে মেয়র নাছির উদ্দিনকে শুভেচ্ছা।|k_1 ɔ k s ɔ s b a ɟ a r e_2 i_1 m i g r e ʃ o n_2 æ_1 s o s i ʲ e ʃ o n_2 s_1 r i l ɔ ŋ k a r_2 bʰ_1 i s a_2 b_1 u t̪ʰ_2 u_1 d̪ b o d̪ʰ o n k a l e_2 m_1 e ʲ ɔ r_2 n_1 a cʰ i r_2 u_1 d̪ d̪ i n k e_2 ʃ_1 u bʰ e c cʰ a_2
ec95adcd-7f21-488a-aaa4-5461bade6ee3|বড় বৌমা তুমি যেও না।|b_1 ɔ ɽ o_2 b_1 o u̯ m a_2 t̪_1 u m i_2 ɟ_1 e o_2 n_1 a_2
ec99323b-10e5-434a-86a4-3fbb633a6fd8|তঝক|t̪_1 ɔ ɟʰ ɔ k o_2
eca5d702-b21e-4aeb-b53c-a89ebbd6a87f|অস্তাঘ|ɔ_1 s t̪ a gʰ_2
eca8764f-3d14-4a48-b207-3aa171ad6392|ইউনিভার্সিটিতে কর্মব্যস্ততায় ডিঅ্যাক্টিভেট হয়েছে ত্রিভুবনেশ্বর।|i_1 u̯ n i bʰ a r s i t i t̪ e_2 k_1 ɔ r m o b æ s t̪ o t̪ a ʲ_2 d_1 i æ k t i bʰ e t_2 h_1 e ʲ e cʰ e_2 t̪_1 r i bʰ u b o n e ʃ ʃ ɔ r_2
ecaabba2-dbc9-480b-b015-00bd67d5faf3|প্রিন্সিপ্যাল কে আপ্যায়ন করো|p_1 r i n s i p æ l_2 k_1 e_2 a_1 p p a ʲ ɔ n_2 k_1 ɔ r o_2
ecaf3f2d-8af9-4fb0-a0a2-6151a7992028|পঝন|p_1 ɔ ɟʰ o n_2
ecb0390d-5613-413f-a8d4-8a32f3296d9d|ওঝা বিষ নামায়|o_1 ɟʰ a_2 b_1 i ʃ_2 n_1 a m a ʲ_2
ecb0a1e5-fa18-4a58-819a-892a4b787a54|বাড়ির নাম উর্স মোবারক|b_1 a ɽ i r_2 n_1 a m_2 u_1 r s_2 m_1 o b a r ɔ k_2
ecb0a8be-cbd0-4016-bcd3-7c82cfcebadb|নিঝেচ|n_1 i ɟʰ e c_2
ecbcf44c-2047-4e88-aa3a-9876d1143133|থাপ্পড় চিনো!! থাপ্পড়!!|t̪ʰ_1 a p p o ɽ_2 c_1 i n o_2 p5 p5 t̪ʰ_1 a p p o ɽ_2
ecc9f846-ef63-4ee8-a4b8-1692df03c8cb|নেনা|n_1 e n a_2
ecccd567-99b3-4226-8dd4-251cc005c45c|হাসপাতালের নার্সদের নেতৃত্বেই সংঘটিত হয়েছে হত্যাযজ্ঞ।|h_1 a ʃ p a t̪ a l e r_2 n_1 a r s d̪ e r_2 n_1 e t̪ r i t̪ t̪ e i̯_2 ʃ_1 ɔ ŋ gʰ o t i t̪ o_2 h_1 e ʲ e cʰ e_2 h_1 o t̪ t̪ a ɟ ɔ g g õ_2
ecd06f0d-5815-4178-ba4c-e42bb0efab21|মোহাম্মদ জয়নুল হোসেন।|m_1 o h a m m ɔ d̪_2 ɟ_1 o ʲ n u l_2 h_1 o s e n_2
ecd0ec94-3d40-4477-a521-a8ed0ac504f5|এমবিএর করার কথা ভুলো না।|e_1 m b i e r_2 k_1 ɔ r a r_2 k_1 ɔ t̪ʰ a_2 bʰ_1 u l o_2 n_1 a_2
ecd86838-d60e-4c7e-a825-838d05c56dc5|ইটস ওকে।|i_1 t s_2 o_1 k e_2
ecdeb6ea-762b-453f-8f56-9138ae29833e|হোয়্য|h_1 o ʷ ʷ o_2
ecdee7c9-edca-4f60-b2ad-ed20806e3eb6|চলো আসমুদ্রহিমাচলে যাই|c_1 ɔ l o_2 a_1 ʃ o m u d̪ r o h i m a c ɔ l e_2 ɟ_1 a i̯_2
eceba199-8635-4b24-9fe6-2e3e100b5805|বালুঘা প্রাথমিক বিদ্যালয়।|b_1 a l u gʰ a_2 p_1 r a t̪ʰ ɔ m i k_2 b_1 i d̪ d̪ a l ɔ ʲ_2
ecf53901-86b5-4e84-9c66-f92feb44198e|তার মতো গর্দভ লোক আমি আর দেখি নি।|t̪_1 a r_2 m_1 ɔ t̪ o_2 g_1 ɔ r d̪ o bʰ_2 l_1 o k_2 a_1 m i_2 a_1 r_2 d̪_1 e kʰ i_2 n_1 i_2
ecfd49d7-666c-4c54-ba5f-971492a77bd2|যা অভ্যেস নয় অনভ্যাস|ɟ_1 a_2 o_1 b bʰ e ʃ_2 n_1 ɔ ʲ_2 ɔ_1 n o b bʰ æ ʃ_2
ecfe099f-71b5-4669-95f2-4d007469caca|অ্যাবেন্ড অর্থ কই?|æ_1 b e n d_2 ɔ_1 r t̪ t̪ʰ o_2 k_1 o i̯_2
ed00e5f7-ec4c-4744-adcb-62d14470d108|অহংকার থাকা ভালো না|ɔ_1 h o ŋ k a r_2 t̪ʰ_1 a k a_2 bʰ_1 a l o_2 n_1 a_2
ed0401ac-3e12-49d2-8447-527f4d2526d2|এগত্তর্‌|e_1 g ɔ t̪ t̪ ɔ r_2
ed2da188-e197-46ad-ae94-82708569f271|ছুহি রায়ধরের আসল নাম কি?|cʰ_1 u h i_2 r_1 a ʲ d̪ʰ ɔ r e r_2 a_1 ʃ o l_2 n_1 a m_2 k_1 i_2
ed323c01-0920-489b-a1cd-5329d4e0a747|প্লুটো একজন সমাজবিজ্ঞানী ছিলেন।|p_1 l u t o_2 æ_1 k ɟ o n_2 ʃ_1 ɔ m a ɟ b i g g æ̃ n i_2 cʰ_1 i l e n_2
ed356329-51ae-4a24-8a51-73e4a74f2c50|হাওরে মৎস্যজীবী গ্রুপটি কোণঠাসা দুঃসাহসিক সংখ্যালঘু সাঁওতালের ধাওয়াতে।|h_1 a o̯ r e_2 m_1 ɔ t̪ ʃ o ɟ i b i_2 g_1 r u p t i_2 k_1 o n tʰ a ʃ a_2 d̪_1 u ʃ ʃ a h o ʃ i k_2 ʃ_1 o ŋ kʰ a l o gʰ u_2 ʃ_1 ã o̯ t̪ a l e r_2 d̪ʰ_1 a o ʷ a t̪ e_2
ed38d7e8-d370-4dba-84d2-dab17835ff02|সম্পত্তির একভাগও পাবে না তুমি।|ʃ_1 ɔ m p o t̪ t̪ i r_2 æ_1 k bʰ a g o_2 p_1 a b e_2 n_1 a_2 t̪_1 u m i_2
ed3a96af-bf4a-49a0-9b52-bf729c3386c1|ক্রিকেটের প্রথমার্ধে খেলবে, অনুজ্জ্বল, আলফাজ, আরিফুর।|k_1 r i k e t e r_2 p_1 r o t̪ʰ o m a r d̪ʰ e_2 kʰ_1 e l b e_2 ɔ_1 n u ɟ ɟ ɔ l_2 a_1 l pʰ a ɟ_2 a_1 r i pʰ u r_2
ed3f78ac-04d5-43c4-aca8-d048cf209702|বড় ভাইয়া ভেংচি দিয়ে বলল,  ওই বলদ, এই নে তোর রেজাল্ট।|b_1 ɔ ɽ o_2 bʰ_1 a i̯ ʲ a_2 bʰ_1 e ŋ c i_2 d̪_1 i ʲ e_2 b_1 o l l o_2 o_1 i̯_2 b_1 ɔ l o d̪_2 e_1 i̯_2 n_1 e_2 t̪_1 o r_2 r_1 e ɟ a l t_2
ed42942c-fce6-4314-91d2-819b6c1b3890|অক্ষোভে সে চুপ থাকল।|o_1 k kʰ o bʰ e_2 ʃ_1 e_2 c_1 u p_2 t̪ʰ_1 a k l o_2
ed470d95-53a1-499e-9475-ffe0a9faed66|তিয়াত্তর একটি সংখ্যা।|t̪_1 i ʲ a t̪ t̪ o r_2 e_1 k t i_2 ʃ_1 o ŋ kʰ a_2
ed498ce6-3303-4dc1-b195-d7104188f3a1|উটকো ঝামেলা এসে পড়েছে।|u_1 t k o_2 ɟʰ_1 a m e l a_2 e_1 ʃ e_2 p_1 o ɽ e cʰ e_2
ed4e90ff-f558-4019-899c-8b672c1b9168|ইঁদুরদৌড়ে আমি নেই।|ĩ_1 d̪ u r d̪ o u̯ ɽ e_2 a_1 m i_2 n_1 e i̯_2
ed4fb67c-f1d5-486a-ac85-c30bb27b2f9b|রেচক পদার্থ।|r_1 e c ɔ k_2 p_1 ɔ d̪ a r t̪ʰ o_2
ed5ca40a-2afa-412e-b1a7-067e3eb6dbe4|ঘড়ঘড়ে অর্থ কর্কশ।|gʰ_1 ɔ ɽ gʰ ɔ ɽ e_2 ɔ_1 r t̪ t̪ʰ o_2 k_1 ɔ r k o ʃ_2
ed6176e6-cbb5-4c81-8bb0-af0061bb51f6|আগাব্চাগালা|a_1 g a b c a g a l a_2
ed725f24-4ce3-4650-971d-1186932cee54|অদেঘা|ɔ_1 d̪ e gʰ a_2
ed808085-1e93-4758-a386-27e55f007ef7|কুক কুছ কুট কুতুব|k_1 u k_2 k_1 u cʰ_2 k_1 u t_2 k_1 u t̪ u b_2
ed84740c-281e-4a4a-83e4-f01c3234ae33|আতুরা|a_1 t̪ u r a_2
ed888249-835f-4a09-8357-af42397a577b|ব্যয়ন কারখানায় আটগাঁও গ্রামের বাসিন্দারাই বেশি।|b_1 æ ʲ o n_2 k_1 a r kʰ a n a ʲ_2 a_1 t g ã o̯_2 g_1 r a m e r_2 b_1 a ʃ i n d̪ a r a i̯_2 b_1 e ʃ i_2
ed8aef6f-17c9-4c6d-b48a-868129bd0c96|রিভ সফট ডটকমে যান।|r_1 i bʰ_2 s_1 ɔ pʰ t_2 d_1 ɔ t k ɔ m e_2 ɟ_1 a n_2
ed8b7fa2-9b03-4af0-acd5-b54db80bd6d3|হেউটনগর বাণিজ্যায়ন নগরী।|h_1 e u̯ t n ɔ g o r_2 b_1 a n i ɟ ɟ æ o n_2 n_1 ɔ g o r i_2
ed8d0f32-6fe6-4c89-a454-9215de2e49c7|উচগ্রাম কুষ্ঠ রোগীদের আস্তানা|u_1 c g r a m_2 k_1 u ʃ tʰ o_2 r_1 o g i d̪ e r_2 a_1 s t̪ a n a_2
ed8d7c05-8db4-43ad-ba24-4915bbb2d200|জঁর ফরাসি শব্দ|ɟ_1 ɔ̃ r_2 pʰ_1 ɔ r a ʃ i_2 ʃ_1 ɔ b d̪ o_2
ed8e7695-efa1-4143-b94a-2e82703f9a30|অললি কোন ভাষার শব্দ?|o_1 l l i_2 k_1 o n_2 bʰ_1 a ʃ a r_2 ʃ_1 ɔ b d̪ o_2
ed8e989e-25e3-44e1-a9cc-6177862dee24|প্রাণ বাঁচাতে নদীতে ঝাঁপ, সাঁতরে কূলে উঠেছে অনেকেই।|p_1 r a n_2 b_1 ã c a t̪ e_2 n_1 o d̪ i t̪ e_2 ɟʰ_1 ã p_2 ʃ_1 ã t̪ r e_2 k_1 u l e_2 u_1 tʰ e cʰ e_2 ɔ_1 n e k e i̯_2
ed931874-d621-4559-8353-c87fbc0c2a5a|শাকেরা ভেউ ভেউ করে কাঁদছে।|ʃ_1 a k e r a_2 bʰ_1 e u̯_2 bʰ_1 e u̯_2 k_1 o r e_2 k_1 ã d̪ cʰ e_2
ed9c8b42-ec7c-49e8-a8d3-d061c7e0b0e9|নগুন্‌ এর বাংলা অর্থ হলো নয় তার সুতা দিয়ে তৈরি প্রস্তুত পৈতা।|n_1 ɔ g u n_2 e_1 r_2 b_1 a ŋ l a_2 ɔ_1 r t̪ t̪ʰ o_2 h_1 o l o_2 n_1 ɔ ʲ_2 t̪_1 a r_2 ʃ_1 u t̪ a_2 d̪_1 i ʲ e_2 t̪_1 o i̯ r i_2 p_1 r o s t̪ u t̪_2 p_1 o i̯ t̪ a_2
ed9d999e-942a-485f-950d-69e6bb70d39c|অমযর|ɔ_1 m ɔ ɟ ɔ r_2
eda0b843-6784-4997-a71a-8950ee64eba8|হোমোসেক্সুয়ালিটির বিষয়ে বলো।|h_1 o m o s e k s u ʷ a l i t i r_2 b_1 i ʃ ɔ ʲ e_2 b_1 ɔ l o_2
eda98baf-ec11-42d4-97f7-6cfe225f7785|আইসিএবির পূর্ণ রুপ কি!!|a_1 i̯ s i e b i r_2 p_1 u r n o_2 r_1 u p_2 k_1 i_2
edae7b3b-177e-405a-a579-423f10de0ccf|মানবের মাঝে চির কল্যাণকর আদর্শ ছড়িয়ে যাক বিশ্বব্যাপী।|m_1 a n o b e r_2 m_1 a ɟʰ e_2 c_1 i r_2 k_1 o l l a n k ɔ r_2 a_1 d̪ o r ʃ o_2 cʰ_1 o ɽ i ʲ e_2 ɟ_1 a k_2 b_1 i ʃ ʃ o b æ p i_2
edaf2893-e08e-4b6d-84a4-9ba40211bf21|ধুর ছাই, এসব আর ভালো লাগে না।|d̪ʰ_1 u r_2 cʰ_1 a i̯_2 e_1 ʃ ɔ b_2 a_1 r_2 bʰ_1 a l o_2 l_1 a g e_2 n_1 a_2
edc93e9f-d929-4cbe-af29-13b44b40dd94|কিসুইন|k_1 i ʃ u i̯ n_2
edcc9092-40c9-4a96-b376-506f2b017dbe|অ্যাম্বুলেলেন্সে করে যাও।|æ_1 m b u l e l e n s e_2 k_1 o r e_2 ɟ_1 a o̯_2
edd159da-cf67-468f-9073-24716e40a693|থিফ হয়েছে অউম মার্কেটে|t̪ʰ_1 i pʰ_2 h_1 e ʲ e cʰ e_2 ɔ_1 u m_2 m_1 a r k e t e_2
edd20463-7398-4786-bbe1-4b5d4d049359|প্যাপেল এক প্রকার কাঁচা মরিচ।|p_1 æ p e l_2 æ_1 k_2 p_1 r o k a r_2 k_1 ã c a_2 m_1 o r i c_2
ede1db13-41d9-489f-8ad6-ad5e78b544b5|লাভলুর আঁকা ছবি।|l_1 a bʰ l u r_2 ã_1 k a_2 cʰ_1 o b i_2
ede27740-3873-4bb7-9d11-5f8c3ce2437c|তঙ্‌|t̪_1 ɔ ŋ_2
ede9b165-80e4-42e8-8a3c-c60e107ee723|আহ্‌দিযেয়্যা|a_1 h d̪ i ɟ e t̪ ʲ a_2
edf24e40-b195-45e4-beb4-2b3eb42671d6|মহাহিসাবরক্ষকে অবগত করো।|m_1 ɔ h a h i ʃ a b r ɔ k kʰ o k e_2 ɔ_1 b o g ɔ t̪ o_2 k_1 ɔ r o_2
edf521fd-4d8b-4f51-b1de-e7485359fe56|অজ্ঞাতস্থানে খাকির লাশ পাওয়া গেলো।|ɔ_1 g g ã t̪ o s t̪ʰ a n e_2 kʰ_1 a k i r_2 l_1 a ʃ_2 p_1 a o̯ ʷ a_2 g_1 æ l o_2
edfab7e9-eb84-4036-8afc-c227d7327e61|প্রফেসর  খাজা ক্ষমতাচ্যুত হয়েছেন।|p_1 r o pʰ e s ɔ r_2 kʰ_1 a ɟ a_2 kʰ_1 ɔ m o t̪ a c u t̪ o_2 h_1 o ʲ e cʰ e n_2
ee00836c-5814-4754-8fba-868785bf5272|তাঁরাও দলছুট আর সাথে আছে।|t̪_1 ã r a o̯_2 d̪_1 ɔ l cʰ u t_2 a_1 r_2 ʃ_1 a t̪ʰ e_2 a_1 cʰ e_2
ee037330-13ce-4a95-b688-06d702ac31dd|ডম্ফ শব্দের অর্থ কি?|d_1 ɔ m pʰ o_2 ʃ_1 ɔ b d̪ e r_2 ɔ_1 r t̪ t̪ʰ o_2 k_1 i_2
ee0380e0-0472-40d8-bacf-4bad5aba60e5|তাদের অসাম্প্রদায়িকতার মুখোশ খুলে গেলো।|t̪_1 a d̪ e r_2 ɔ_1 ʃ a m p r o d̪ a ʲ i k ɔ t̪ a r_2 m_1 u kʰ o ʃ_2 kʰ_1 u l e_2 g_1 æ l o_2
ee0e7eed-1485-458c-a387-d73bedbd8109|ডিখার কই?|d_1 i kʰ a r_2 k_1 o i̯_2
ee1127ba-3a86-4d15-a3d9-d7562c7d63a8|তেও তেজ তেতো তেন|t̪_1 e o̯_2 t̪_1 e ɟ_2 t̪_1 e t̪ o_2 t̪_1 e n_2
ee148205-e1d8-4271-a8e4-d7193b99245e|অঁনথালল্যা|ɔ̃_1 n t̪ʰ a l o l l a_2
ee1b25e2-9b4b-47bd-b10d-738a64ed6166|দুরাকাঙ্ক্ষিণী উপন্যাস কে লিখেছে?|d̪_1 u r a k a ŋ kʰ i n i_2 u_1 p o n n a ʃ_2 k_1 e_2 l_1 i kʰ e cʰ e_2
ee258dd0-5c5b-438e-9455-2cbe33715c3a|আগ্নেয়গিরির অগ্নুৎপাতে তিন জনের মৃত্যু।|a_1 g n e o̯ g i r i r_2 o_1 g n u t̪ p a t̪ e_2 t̪_1 i n_2 ɟ_1 ɔ n e r_2 m_1 r i t̪ t̪ u_2
ee2de728-8736-4dd5-a717-3f44cee654d4|থাদুন ভুল বানান।|t̪ʰ_1 a d̪ u n_2 bʰ_1 u l_2 b_1 a n a n_2
ee2e2c59-9846-4545-9e40-c091cce3a40b|গোধূলির লগ্নে তোমার বিয়ে হবে।|g_1 o d̪ʰ u l i r_2 l_1 ɔ g n e_2 t̪_1 o m a r_2 b_1 i ʲ e_2 h_1 ɔ b e_2
ee3838ea-965a-4c6a-baf6-248a09a7e9d8|বলে টেপ মারো|b_1 o l e_2 t_1 e p_2 m_1 a r o_2
ee43a866-e9b9-479f-b855-031240a0a90b|বৈজ্ঞানিক পদ্ধতিতে তদনুসারে সংগৃহীত শব্দাবলী বিন্যস্ত করা হয়েছে।|b_1 o i̯ g g ã n i k_2 p_1 ɔ d̪ d̪ʰ o t̪ i t̪ e_2 t̪_1 o d̪ n u s a r e_2 ʃ_1 ɔ ŋ g r i h i t̪ o_2 ʃ_1 ɔ b d̪ a b o l i_2 b_1 i n n o s t̪ o_2 k_1 ɔ r a_2 h_1 e ʲ e cʰ e_2
ee46904a-974d-4c33-85dc-6e6d119900ae|বেজ পরিয়ে নাও হাতে|b_1 e ɟ_2 p_1 o r i ʲ e_2 n_1 a o̯_2 h_1 a t̪ e_2
ee60ab66-8716-463d-8b2f-35c34f55e300|মেকানিকাল ইঞ্জিনিয়ারিং পাশ করে  ছয় অঙ্ক বেতনের চাকরি করতাম।|m_1 e k a n i k a l_2 i_1 n ɟ i n i ʲ a r i ŋ_2 p_1 a ʃ_2 k_1 o r e_2 cʰ_1 ɔ ʲ_2 ɔ_1 ŋ k o_2 b_1 e t̪ o n e r_2 c_1 a k r i_2 k_1 o r t̪ a m_2
ee77f276-9ff9-478e-92f8-a3aa08328730|ঘিচিঘিচি হাতের লেখা।|gʰ_1 i c i gʰ i c i_2 h_1 a t̪ e r_2 l_1 e kʰ a_2
ee79af9c-f30e-4460-80e9-3c6fb427b827|ভওখালী ও রাঢ়িশাল পাশাপাশি।|bʰ_1 ɔ o̯ kʰ a l i_2 o r_1 a ɽʰ i ʃ a l_2 p_1 a ʃ a p a ʃ i_2
ee7e0582-d83f-46db-b7fa-550e5476bf78|আকপিশ সিনহা একজন পরিচালক|a_1 k p i ʃ_2 s_1 i n h a_2 æ_1 k ɟ o n_2 p_1 o r i c a l o k_2
ee7e3c33-f4d4-43fd-af8a-862ee34a5616|আফবেয়্যা|a_1 pʰ b e ʲ ʲ a_2
ee83da66-a9c9-42ba-a3b5-64f190643dd1|কার কাছে শিখেছেন এতকিছু?|k_1 a r_2 k_1 a cʰ e_2 ʃ_1 i kʰ e cʰ e n_2 æ_1 t̪ o k i cʰ u_2
ee87a5b5-667d-4307-b406-5cec47e89815|সেভেনথ হিল কোন রাজ্যে অবস্থিত?|s_1 e bʰ e n t̪ʰ_2 h_1 i l_2 k_1 o n_2 r_1 a ɟ ɟ e_2 ɔ_1 b o s t̪ʰ i t̪ o_2
ee8cab54-9e76-4f71-89f4-fea045b59953|অবয়বটা পরিষ্কার নয়।|ɔ_1 b o ʲ ɔ b t a_2 p_1 o r i ʃ k a r_2 n_1 ɔ ʲ_2
ee9081b5-f091-456f-ab4e-3b5ff2f76ba5|বিশ্বজুড়ে পরিব্যাপ্ত ভূমিকম্পের ধ্বংসলীলা; বাংলাদেশও  তটস্থ।|b_1 i ʃ ʃ o ɟ u ɽ e_2 p_1 o r i b b æ p t̪ o_2 bʰ_1 u m i k ɔ m p e r_2 d̪ʰ_1 ɔ ŋ ʃ o l i l a_2 p2 b_1 a ŋ l a d̪ e ʃ o_2 t̪_1 ɔ t o s t̪ʰ o_2
ee96dec5-499a-4243-a467-c7cb231ca9bd|চন্দ্রঘোনা কাগজকল|c_1 ɔ n d̪ r o gʰ o n a_2 k_1 a g ɟ ɔ k o l_2
eea6a782-eec1-4ef9-8f80-ebdc31381734|টিএসসিতে তাবাসসুম ত্রিভুবন|t_1 i e s s i t̪ e_2 t̪_1 a b a s s u m_2 t̪_1 r i bʰ u b ɔ n_2
eeaae0e8-b9ab-462b-ba2b-ff0e8007791b|বাওড়খাটুরা ডাকমাঝিছড়া ক্রেওক্রাডাং চংড়াহত্যা রেয়খুতপাড়া|b_1 a o̯ ɽ kʰ a t u r a_2 d_1 a k m a ɟʰ i cʰ ɽ a_2 k_1 r e o k r a d a ŋ_2 c_1 ɔ ŋ ɽ a h o t̪ t̪ a_2 r_1 e ʲ kʰ u t̪ p a ɽ a_2
eeac4c7b-fb66-4015-94d0-02cf1a1331a7|উষ্ট্র শব্দটি পুরুষলিঙ্গ|u_1 ʃ t r o_2 ʃ_1 ɔ b d̪ o t i_2 p_1 u r u ʃ l i ŋ g o_2
eeb1c8fe-c9e2-4292-a63e-57853aa35c1f|পুঁঠী বাড়িতে একটি জমিদার বাড়ি ছিলো।|p_1 ũ tʰ i_2 b_1 a ɽ i t̪ e_2 e_1 k t i_2 ɟ_1 o m i d̪ a r_2 b_1 a ɽ i_2 cʰ_1 i l o_2
eeb2faec-23ca-4508-80ce-9d2de4899433|এয়ারকন্ডিশন্ডযুক্ত রুমে নাইটওয়াচম্যানের নিষ্ঠুরতা।|e_1 ʲ a r k ɔ n d i ʃ ɔ n d ɟ u k t̪ o_2 r_1 u m e_2 n_1 a i̯ t o ʷ a c m æ n e r_2 n_1 i ʃ tʰ u r ɔ t̪ a_2
eeb8d60e-d7c1-4aa0-a237-196650716419|তরল পদার্থের যে ময়লা উপরে ভেসে উঠে তাকে গাদ বলে।|t̪_1 ɔ r o l_2 p_1 ɔ d̪ a r t̪ʰ e r_2 ɟ_1 e_2 m_1 ɔ ʲ l a_2 u_1 p o r e_2 bʰ_1 e ʃ e_2 u_1 tʰ e_2 t̪_1 a k e_2 g_1 a d̪_2 b_1 o l e_2
eebbfc8f-a942-4caa-98a9-3b37cca0c14f|যূথী আমার প্রেমিকার ছোট বোন|ɟ_1 u t̪ʰ i_2 a_1 m a r_2 p_1 r e m i k a r_2 cʰ_1 o t o_2 b_1 o n_2
eec75439-6b3c-4cbd-b2f6-6d1f48b50025|সব বাড়ির শেপ এক রকম না।|ʃ_1 ɔ b_2 b_1 a ɽ i r_2 ʃ_1 e p_2 æ_1 k_2 r_1 ɔ k o m_2 n_1 a_2
eece6462-0ac2-4937-9a1b-cf31460d2eb4|সাইদুস আলম একজন ছাত্র|s_1 a i̯ d̪ u s_2 a_1 l o m_2 æ_1 k ɟ o n_2 cʰ_1 a t̪ t̪ r o_2
eecf0591-cbd8-4610-9f4a-caa8c0281e93|,মাউস প্যাড, ব্যাটারি শব্দগুলোর সাথেও পরিচিত।|m_1 a u̯ u s_2 p_1 æ d_2 b_1 æ t a r i_2 ʃ_1 ɔ b d̪ o g u l o r_2 ʃ_1 a t̪ʰ e o_2 p_1 o r i c i t̪ o_2
eedc90cf-8453-4ef7-b085-1c66c655b00a|হ্রদ আর নদী এক নয়।|h_1 r ɔ d̪_2 a_1 r_2 n_1 o d̪ i_2 æ_1 k_2 n_1 ɔ ʲ_2
eee5867d-5318-4c17-8629-f59029f83954|আরথ্রাইটসে অনেক লোক অসুস্থ হচ্ছে।|a_1 r t̪ʰ r a i̯ t s e_2 ɔ_1 n e k_2 l_1 o k_2 ɔ_1 ʃ u s t̪ʰ o_2 h_1 o c cʰ e_2
eeee1336-073e-4552-b029-5712873d697c|জুরিথয়া|ɟ_1 u r i t̪ʰ ɔ ʲ a_2
ef083ba3-926e-44ff-9023-f3d087a9bc8f|আঝিন্মাস্‌|a_1 ɟʰ i n m a s_2
ef130d80-fd31-41cf-b445-26b0afd14945|আঁতুড়ে বাচ্চা বুড়া শিশু|ã_1 t̪ u ɽ e_2 b_1 a c c a_2 b_1 u ɽ a_2 ʃ_1 i ʃ u_2
ef1639ea-d702-45ae-9a6d-37a2eecb26b0|খালি দুঃস্বপ্ন দেখেন।|kʰ_1 a l i_2 d̪_1 u ʃ ʃ ɔ p n o_2 d̪_1 æ kʰ e n_2
ef20c9d8-4dbf-4cb3-8fdf-c96b1d196c37|থ্র্যাশ এ আবর্জনা জমা হয়।|t̪ʰ_1 r æ ʃ_2 e a_1 b o r ɟ o n a_2 ɟ_1 ɔ m a_2 h_1 ɔ ʲ_2
ef25a756-655b-4ba7-a910-d7dbce2fc236|উড়গো|u_1 ɽ g o_2
ef277bc5-a150-4e5d-bfc7-13d8273fa632|কুদ্‌|k_1 u d̪_2
ef33ea8a-4e89-4531-9c0c-31a2892661c4|জাউ বনে মুক্তোর মালা|ɟ_1 a u̯_2 b_1 o n e_2 m_1 u k t̪ o r_2 m_1 a l a_2
